EL1	153	10	175	34	0	0	83	32
EL2	153	35	175	59	0	0	83	56
EL3	150	1270	175	1285	0	0	70	13
EL4	150	1330	175	1350	0	0	70	65
EL1Front	0	3	155	34	0	0	65	32
EL2Front	0	35	155	59	0	0	65	55
EL2Front2	0	60	228	105	0	0	65	55
EL3Front	75	1270	149	1350	0	0	70	13
EL3Front2	75	1100	230	1271	0	0	70	13
EL3Front3	150	1286	175	1329	0	0	70	13
