8	-46.489372014669385	-6.016530665657904	-17.680204391479492	62.0
29	-46.170789707552025	-6.294667369257572	-17.779382705688477	62.0
49	-45.639867236718324	-6.627388778858128	-18.64133644104004	62.0
67	-45.19818758581	-6.723569722376281	-19.684112548828125	62.0
86	-45.2925759892357	-6.510427524441789	-20.073474884033203	59.0
107	-45.48841569973871	-6.327084417768859	-19.752038955688477	59.0
126	-45.767030894829034	-6.341899253094726	-19.162057876586914	59.0
146	-46.08890385860108	-6.064308964328814	-18.620553970336914	59.0
164	-46.51570150582338	-6.075477260278886	-18.126873016357422	59.0
188	-46.62058934482865	-5.752278604657287	-18.355854034423828	59.0
204	-46.80144237591443	-5.913077255348991	-18.253028869628906	59.0
224	-46.937098819872375	-6.171027794928338	-18.119136810302734	59.0
242	-46.87619626945553	-6.529406585966109	-18.23217010498047	59.0
262	-46.755311772686746	-6.6840356949263	-18.522144317626953	59.0
281	-46.818919684207216	-6.860101147862953	-18.592939376831055	59.0
301	-46.68435920607687	-7.047361158480667	-18.656173706054688	59.0
321	-46.72424274895265	-6.84266082825458	-18.99907684326172	59.0
340	-46.809508875367655	-7.006819312861213	-18.93426513671875	59.0
360	-47.01173116504661	-7.114549678743071	-18.813365936279297	59.0
379	-46.967344999811836	-7.283809274531385	-18.363540649414062	59.0
402	-46.91228510403594	-7.591187540660774	-18.31734848022461	59.0
419	-46.81568689430952	-7.489487860719306	-18.246667861938477	59.0
438	-46.84385966380305	-7.391730398011408	-18.460826873779297	59.0
457	-47.130987602815544	-7.478574885538083	-18.73358154296875	59.0
476	-47.164818137477155	-7.3534771581999845	-18.89875030517578	59.0
496	-47.30158205455489	-7.006386972339132	-19.115528106689453	60.0
518	-47.18603398657926	-6.780615094305091	-19.365568161010742	60.0
535	-47.42423527395162	-6.702925109529766	-19.535903930664062	60.0
553	-47.65938668477264	-6.716730114410156	-19.29352378845215	60.0
574	-47.89580114061218	-7.271441645119131	-18.925039291381836	60.0
593	-48.000498758918056	-7.465341063071533	-18.942781448364258	60.0
614	-47.613280729537344	-7.274146525474661	-18.997085571289062	60.0
633	-47.613280729537344	-7.274146525474661	-18.997085571289062	60.0
653	-47.85402550987125	-7.360676749780581	-17.649858474731445	60.0
672	-47.96409869162377	-7.156790851344801	-17.344587326049805	60.0
690	-47.94983874351398	-7.122762157596617	-16.87333106994629	58.0
711	-47.86359818251187	-7.023949195780962	-16.971630096435547	58.0
729	-47.79965950683316	-6.882095546832965	-17.253360748291016	58.0
749	-47.65047893856667	-6.536242989228303	-17.692317962646484	58.0
767	-47.437550954803584	-6.477946131403894	-17.86305046081543	58.0
788	-47.557713747378514	-6.659308378705544	-18.173723220825195	58.0
807	-47.51906911709709	-6.762686957579477	-18.556854248046875	58.0
827	-47.349186813812416	-6.910151312836546	-18.58260154724121	58.0
847	-47.57425835739835	-6.9180023434930815	-18.5637149810791	58.0
866	-47.63687879912114	-6.975624455940079	-18.028236389160156	58.0
885	-47.73512721441029	-6.7346281756231905	-17.7357234954834	55.0
906	-47.855189094725404	-6.837890619442187	-17.390460968017578	55.0
925	-47.85992625617818	-6.846580514333214	-17.256027221679688	55.0
943	-47.72060950367742	-6.9489351991623165	-17.276857376098633	55.0
963	-48.112322290961394	-7.057488655640651	-17.185951232910156	55.0
984	-47.95831601793234	-6.9980109920404345	-17.477270126342773	55.0
1003	-47.8278973110131	-6.811101408052168	-17.63600730895996	55.0
1022	-47.91649645095965	-6.677298844472464	-17.90962791442871	55.0
1040	-47.855388375105335	-6.620135007804978	-17.899202346801758	55.0
1060	-47.696523553168305	-6.797751177748023	-18.15224838256836	55.0
1078	-47.56899543633446	-6.937352060062519	-18.568159103393555	55.0
1100	-47.583358191412344	-6.985252200532174	-18.796995162963867	58.0
1118	-46.981751850028914	-6.960397767504566	-19.429794311523438	58.0
1139	-46.909186564970746	-6.596472262512717	-19.902999877929688	58.0
1157	-46.96614170632369	-6.5825672543124565	-19.908676147460938	58.0
1177	-47.107201952737846	-6.728129038311673	-19.327367782592773	58.0
1196	-47.361476998546735	-7.319609830787899	-18.754810333251953	58.0
1216	-47.63560071372482	-7.391571910864104	-18.517065048217773	58.0
1234	-47.842195912475965	-7.510963353526158	-18.21971893310547	58.0
1255	-48.0178150590642	-7.294079955453611	-18.151466369628906	58.0
1274	-48.18380699332936	-7.228719129568073	-17.937639236450195	58.0
1293	-48.311573168069856	-7.679497424236864	-17.93285369873047	58.0
1313	-48.258528345411534	-7.904864385205988	-18.031587600708008	58.0
1333	-48.2547819881407	-7.924937988574867	-18.403413772583008	58.0
1351	-48.2547819881407	-7.924937988574867	-18.403413772583008	58.0
1372	-48.129629985463	-7.352391474692394	-18.697568893432617	58.0
1391	-48.261891108832685	-7.0670190978167255	-18.484378814697266	58.0
1410	-48.09333042531105	-6.909604420172855	-18.73515510559082	58.0
1431	-48.06641970787197	-7.0736539905874976	-18.681339263916016	58.0
1449	-48.17243344547189	-7.2038001830089184	-18.498231887817383	58.0
1473	-47.99027380210798	-6.971309392946845	-18.47286033630371	58.0
1490	-48.110586807597336	-6.956250212333921	-18.45931625366211	58.0
1507	-48.184924356837755	-6.879517546189273	-18.467819213867188	58.0
1527	-48.19859887739721	-6.761923603977492	-18.471426010131836	58.0
1547	-47.95631550329186	-6.840040598767805	-18.51953887939453	58.0
1566	-47.82236907418037	-6.909502246317166	-18.29964256286621	58.0
1586	-47.78074134869022	-6.943397472236178	-18.395301818847656	58.0
1606	-47.83680564200775	-6.6832633442392275	-18.35999870300293	58.0
1624	-47.82201860790625	-6.852532482388294	-18.478986740112305	58.0
1645	-47.42770975819911	-6.81083671645312	-18.603191375732422	58.0
1664	-47.11935339830886	-7.064377252747102	-18.61925506591797	58.0
1683	-47.25840159238165	-7.313212925471836	-18.53296661376953	58.0
