4	8.02562138592439	14.296174919690442	-51.413204193115234	27.0
25	7.583535128578779	14.157137751884289	-51.42892837524414	27.0
45	7.583535128578779	14.157137751884289	-51.42892837524414	27.0
64	8.901372668061475	13.742506040628085	-51.15229415893555	27.0
83	8.901372668061475	13.742506040628085	-51.15229415893555	27.0
102	9.059332225137872	13.724485353043482	-50.92903137207031	28.0
122	8.945238048080691	13.804320070610354	-51.08964157104492	28.0
142	8.765338144554834	13.740136700898107	-50.96717834472656	28.0
161	8.758162954864048	13.485706080940512	-51.22382736206055	28.0
181	8.79205211182065	12.569296859019559	-51.66399383544922	28.0
200	9.066822104032525	11.631264645586342	-51.782222747802734	28.0
219	8.918845541374791	11.281077343839781	-51.77151870727539	28.0
239	8.041590457907857	11.366635332824703	-51.497314453125	28.0
258	6.972944572274742	11.87363782631808	-51.5640983581543	28.0
280	6.16558118946845	12.319054793872652	-51.25375747680664	28.0
300	6.179453259985606	12.82729147087958	-50.95411682128906	27.0
317	6.791565584875151	13.256531120221297	-50.5914421081543	27.0
338	8.326460639446438	13.536218767400324	-49.92825698852539	27.0
357	9.46581004663272	13.084941788382935	-49.389564514160156	27.0
376	9.515112341403958	12.46314527705771	-49.37995147705078	27.0
395	9.569329547644074	12.511757260652931	-49.48862838745117	27.0
415	8.708486656000913	12.391636483443712	-49.61356735229492	27.0
436	7.27778205258775	12.25294120655536	-49.769264221191406	27.0
453	6.730931470290485	11.835984418883791	-49.667213439941406	27.0
472	7.05121402440592	11.293115448889258	-49.6169319152832	27.0
492	6.391006109981856	10.642685589415603	-49.75654983520508	27.0
511	5.378695881179671	10.450900487432188	-49.98720932006836	27.0
530	5.335219813034651	10.64610170768154	-49.82394027709961	27.0
551	6.342860791707689	11.147962206407911	-49.491947174072266	27.0
569	7.521070619515453	11.441176326599992	-48.93669128417969	27.0
588	7.923086761948282	11.806396969225046	-48.61134338378906	27.0
608	7.746852386614308	12.323199425106148	-48.647037506103516	27.0
628	7.039093628283487	12.872743912053762	-48.48374938964844	27.0
646	6.717832875691847	13.10492165499539	-48.162967681884766	27.0
666	6.672794612512634	12.282924941426561	-48.07345962524414	27.0
685	6.6722121450790794	12.053819246407427	-47.9478874206543	27.0
