0	0	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	18	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	24	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	36	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	42	-53	-56	-53	-56	-56	-54	-57	-53	-55	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	48	-48	-58	-48	0	-56	-55	-58	-48	-49	-54	-57	-57	-57	-57	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	54	-48	-58	-48	0	-56	-55	-58	-48	-49	-54	-57	-57	-57	-57	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	60	-48	-58	-48	0	-56	-55	-58	-48	-49	-54	-57	-57	-57	-57	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	66	-48	-58	-48	0	-56	-55	-58	-48	-49	-54	-57	-57	-57	-57	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	72	-48	-58	-48	0	-56	-55	-58	-48	-49	-54	-57	-57	-57	-57	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	78	-48	-58	-48	0	-56	-55	-58	-48	-49	-54	-57	-57	-57	-57	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	84	-60	-56	-60	-59	-56	-56	-57	-59	-55	-46	-51	-50	-49	-50	-50	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	198	-59	0	-59	-55	-70	-69	-54	-59	-68	-67	-70	-71	-71	-71	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	204	-59	0	-59	-55	-70	-69	-54	-59	-68	-67	-70	-71	-71	-71	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	210	-59	0	-59	-55	-70	-69	-54	-59	-68	-67	-70	-71	-71	-71	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	216	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	222	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	228	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	234	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	240	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	246	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	252	-58	-69	-58	-60	0	-68	-60	-58	-64	-65	0	0	0	-68	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	258	-58	0	-58	-56	0	0	-57	-57	-61	-67	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	264	-58	0	-58	-56	0	0	-57	-57	-61	-67	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	270	-58	0	-58	-56	0	0	-57	-57	-61	-67	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	276	-58	0	-58	-56	0	0	-57	-57	-61	-67	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	282	-58	0	-58	-56	0	0	-57	-57	-61	-67	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	288	-58	0	-58	-56	0	0	-57	-57	-61	-67	0	0	0	0	0	0	0	0	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	294	-59	-70	-59	-51	-66	-68	-51	-60	-63	-64	-66	-65	-65	-66	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	300	-60	-66	-60	-55	-65	-65	-55	-60	-65	-63	-67	-67	-67	-67	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	-59	-46	-59	-61	-56	-47	-63	-59	-50	-55	-55	-55	-55	-55	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	6	-59	-46	-59	-61	-56	-47	-63	-59	-50	-55	-55	-55	-55	-55	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
