0	18.0	1974.0	MUSTFITNESS5G	08:5d:dd:ce:10:4d	-88
0	18.0	1974.0	T Free WiFi Zone	12:e3:c7:09:34:61	-88
0	18.0	1974.0	T wifi zone	10:e3:c7:09:34:34	-86
0	18.0	1974.0	KT WiFi 	0a:09:b4:75:58:dc	-82
0	18.0	1974.0	KT_GiGA_5G_89F7	1c:ec:72:3d:89:fb	-89
0	18.0	1974.0	T Free WiFi Zone	02:17:b2:0b:9c:30	-80
0	18.0	1974.0	KT WiFi 	06:1d:93:c7:09:b4	-93
0	18.0	1974.0	KT_Free_WiFi	12:09:b4:61:0a:bf	-85
0	18.0	1974.0	U+zone	40:27:0b:03:0c:da	-87
0	18.0	1974.0	KT WiFi 	06:1d:93:c7:09:c0	-86
0	18.0	1974.0	KT_Free_WiFi	00:09:b4:75:58:dc	-83
0	18.0	1974.0	T wifi zone_secure	02:e3:c7:09:34:34	-85
0	18.0	1974.0		22:ec:72:3d:89:fb	-89
0	18.0	1974.0	olleh_WiFi_6B3A	08:5d:dd:3a:6b:3e	-85
0	18.0	1974.0	KT WiFi	00:1d:93:0f:ff:00	-91
0	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:47:67	-86
0	18.0	1974.0	KT WiFi	00:1d:93:c7:09:b4	-90
0	18.0	1974.0	KT WiFi	00:1d:93:c7:09:b5	-87
0	18.0	1974.0	T wifi zone_secure	02:e3:c7:09:04:3c	-88
0	18.0	1974.0	TP-Link_A1F8_5G	c0:c9:e3:ab:a1:f6	-91
0	18.0	1974.0	TP-Link_A1F8	c0:c9:e3:ab:a1:f7	-80
0	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:46:7a	-76
0	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:46:7b	-77
0	18.0	1974.0	KT WiFi	00:09:b4:61:0a:bf	-84
0	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:9c:2f	-92
0	18.0	1974.0	U+zone	40:27:0b:03:0c:df	-89
0	18.0	1974.0	T wifi zone	22:17:b2:0b:3e:c0	-86
0	18.0	1974.0	T wifi zone	22:17:b2:0b:9c:2d	-90
0	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:47:66	-85
0	18.0	1974.0	swcfsuwon	0c:80:63:4d:67:68	-84
0	18.0	1974.0	swcfsuwon5g	0c:80:63:4d:67:67	-82
0	18.0	1974.0	KT WiFi	00:1d:93:c7:09:c0	-86
0	18.0	1974.0	T wifi zone	22:17:b2:0b:47:64	-87
0	18.0	1974.0	T Free WiFi Zone	12:e3:c7:09:34:34	-85
0	18.0	1974.0	KT WiFi 	02:09:b4:61:0a:bf	-84
1	18.0	1974.0	T wifi zone	22:17:b2:0b:46:78	-88
1	18.0	1974.0	T wifi zone	10:e3:c7:09:34:34	-82
1	18.0	1974.0	T wifi zone	10:e3:c7:09:34:39	-89
1	18.0	1974.0	KT WiFi 	0a:09:b4:75:58:dc	-77
1	18.0	1974.0	KTX-WiFi-Secure	50:60:28:52:dd:52	-88
1	18.0	1974.0	KTX-WiFi-Free	50:60:28:52:dd:51	-90
1	18.0	1974.0	T wifi zone	10:e3:c7:09:34:43	-89
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:60:43	-82
1	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:60:42	-81
1	18.0	1974.0	T wifi zone	22:17:b2:0b:60:40	-81
1	18.0	1974.0	T wifi zone_secure	02:e3:c7:09:34:61	-87
1	18.0	1974.0	KT WiFi	00:1d:93:c7:4f:62	-87
1	18.0	1974.0	U+zone_2.4GHz	40:27:0b:03:0c:c5	-83
1	18.0	1974.0	T Free WiFi Zone	02:17:b2:0b:9c:30	-76
1	18.0	1974.0	KT GiGA WiFi	0e:09:b4:75:58:dc	-76
1	18.0	1974.0	T Free WiFi Zone	12:e3:c7:09:04:3c	-90
1	18.0	1974.0	T wifi zone_secure	02:17:b2:0b:3e:c2	-81
1	18.0	1974.0	T Free WiFi Zone	02:17:b2:0b:3e:c3	-80
1	18.0	1974.0	T wifi zone	02:17:b2:0b:3e:c0	-81
1	18.0	1974.0	U+zone	40:27:0b:03:0c:cb	-86
1	18.0	1974.0	KT WiFi	00:1d:93:c7:52:bc	-89
1	18.0	1974.0	KT WiFi 	06:1d:93:c7:09:b4	-91
1	18.0	1974.0	KT_Free_WiFi	12:09:b4:61:0a:bf	-83
1	18.0	1974.0	U+zone	40:27:0b:03:0c:da	-88
1	18.0	1974.0	T wifi zone_secure	02:e3:c7:09:34:39	-91
1	18.0	1974.0	KT WiFi 	06:1d:93:0f:ff:00	-88
1	18.0	1974.0	KT WiFi 	06:1d:93:c7:09:c0	-91
1	18.0	1974.0	U+zone	40:27:0b:03:0c:d0	-85
1	18.0	1974.0	KT_Free_WiFi	00:09:b4:75:58:dc	-77
1	18.0	1974.0	T wifi zone_secure	02:e3:c7:09:34:34	-81
1	18.0	1974.0		ea:a4:9e:79:df:5b	-87
1	18.0	1974.0	KT GiGA WiFi 	12:09:b4:75:58:dc	-77
1	18.0	1974.0	U+zone_2.4GHz	40:27:0b:03:0c:ca	-83
1	18.0	1974.0	U+zone_2.4GHz	40:27:0b:03:0c:d4	-78
1	18.0	1974.0	KT WiFi	00:1d:93:0f:ff:00	-87
1	18.0	1974.0	U+zone	40:27:0b:03:0c:d5	-86
1	18.0	1974.0	U+zone_2.4GHz	40:27:0b:03:0c:d9	-79
1	18.0	1974.0	KT WiFi 	06:1d:93:c7:4f:62	-84
1	18.0	1974.0	KT WiFi	00:1d:93:c7:39:ba	-87
1	18.0	1974.0	T Free WiFi Zone	12:e3:c7:09:34:39	-91
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:47:67	-77
1	18.0	1974.0	KT WiFi	00:1d:93:c7:09:b4	-86
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:9c:30	-87
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:3e:c3	-78
1	18.0	1974.0	KT WiFi	06:09:b4:75:58:dc	-77
1	18.0	1974.0	T wifi zone_secure	02:e3:c7:09:04:3c	-90
1	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:46:7a	-85
1	18.0	1974.0	KT WiFi	00:09:b4:61:0a:bf	-85
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:46:7b	-85
1	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:9c:2f	-86
1	18.0	1974.0	KT WiFi 	06:1d:93:c7:58:06	-88
1	18.0	1974.0	T wifi zone	22:17:b2:0b:3e:c0	-80
1	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:3e:c2	-79
1	18.0	1974.0	T wifi zone	22:17:b2:0b:9c:2d	-89
1	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:47:66	-80
1	18.0	1974.0	T wifi zone	22:17:b2:0b:47:64	-80
1	18.0	1974.0	swcfsuwon5g	0c:80:63:4d:67:67	-86
1	18.0	1974.0	KT WiFi	00:1d:93:c7:09:c0	-91
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:91:c0	-87
1	18.0	1974.0	T Free WiFi Zone	12:e3:c7:09:34:34	-81
1	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:42:f8	-87
1	18.0	1974.0	KT WiFi 	02:09:b4:61:0a:bf	-82
1	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:42:f9	-91
2	18.0	1974.0	T wifi zone	22:17:b2:0b:46:78	-88
2	18.0	1974.0	T wifi zone	10:e3:c7:09:34:34	-82
2	18.0	1974.0	T wifi zone	10:e3:c7:09:34:39	-89
2	18.0	1974.0	KT WiFi 	0a:09:b4:75:58:dc	-77
2	18.0	1974.0	KTX-WiFi-Secure	50:60:28:52:dd:52	-88
2	18.0	1974.0	KTX-WiFi-Free	50:60:28:52:dd:51	-90
2	18.0	1974.0	T wifi zone	10:e3:c7:09:34:43	-89
2	18.0	1974.0	T Free WiFi Zone	22:17:b2:0b:60:43	-82
2	18.0	1974.0	T wifi zone_secure	22:17:b2:0b:60:42	-81
