-60.9003	-60.7414	-60.5825	-60.4236	-60.2648	-60.1059	-59.947	-59.1541	-58.3612	-57.5682	-56.7753	-55.9824	-55.1895	-54.4549	-53.7203	-52.9858	-52.2512	-51.5167	-50.7821	-46.4966	-42.211	-37.9255	-33.64	-29.3544	-25.0689	-23.7861	-22.5034	-21.2207	-19.9379	-18.6552	-17.3725	-16.4714	-15.5703	-14.6692	-13.7681	-12.867	-11.9659	-10.9396	-9.9133	-8.88701	-7.86072	-6.83443	-5.80814	-6.15312	-6.4981	-6.84309	-7.18807	-7.53306	-7.87804	-10.6288	-13.3796	-16.1304	-18.8812	-21.632	-24.3828	-25.2642	-26.1456	-27.027	-27.9084	-28.7897	-29.6711	-30.7966	-31.922	-33.0475	-34.173	-35.2984	-36.4239	-38.791	-41.1581	-43.5253	-45.8924	-48.2596	-50.6267	-50.0628	-49.4988	-48.9349	-48.3709	-47.807	-47.243	-44.0761	-40.9093	-37.7424	-34.5755	-31.4086	-28.2417	-28.6015	-28.9612	-29.3209	-29.6806	-30.0403	-30.4	-33.1871	-35.9741	-38.7611	-41.5481	-44.3351	-47.1221	-44.6321	-42.1421	-39.6521	-37.1621	-34.6721	-32.1821	-32.6368	-33.0915	-33.5462	-34.0008	-34.4555	-34.9102	-35.3943	-35.8785	-36.3626	-36.8467	-37.3309	-37.815	-37.1954	-36.5758	-35.9561	-35.3365	-34.7169	-34.0973	
-59.7744	-59.6477	-59.521	-59.3943	-59.2676	-59.1409	-59.0142	-58.3309	-57.6477	-56.9644	-56.2812	-55.5979	-54.9147	-54.1653	-53.4159	-52.6665	-51.917	-51.1676	-50.4182	-46.5257	-42.6332	-38.7407	-34.8482	-30.9557	-27.0632	-25.7288	-24.3944	-23.0599	-21.7255	-20.3911	-19.0566	-18.1692	-17.2817	-16.3942	-15.5067	-14.6192	-13.7317	-12.7233	-11.7148	-10.7063	-9.69788	-8.68941	-7.68095	-8.15559	-8.63022	-9.10486	-9.57949	-10.0541	-10.5288	-12.9578	-15.3868	-17.8159	-20.2449	-22.6739	-25.1029	-25.8712	-26.6394	-27.4076	-28.1759	-28.9441	-29.7124	-30.6692	-31.626	-32.5829	-33.5397	-34.4966	-35.4534	-37.5253	-39.5973	-41.6692	-43.7411	-45.8131	-47.885	-47.4903	-47.0956	-46.7009	-46.3063	-45.9116	-45.5169	-42.8995	-40.2821	-37.6648	-35.0474	-32.43	-29.8126	-30.1015	-30.3904	-30.6793	-30.9682	-31.257	-31.5459	-33.9179	-36.2899	-38.662	-41.034	-43.406	-45.778	-43.7489	-41.7198	-39.6907	-37.6616	-35.6325	-33.6034	-33.9582	-34.3129	-34.6676	-35.0223	-35.377	-35.7318	-36.0963	-36.4608	-36.8253	-37.1898	-37.5544	-37.9189	-37.323	-36.7272	-36.1314	-35.5355	-34.9397	-34.3438	
-58.6486	-58.554	-58.4595	-58.365	-58.2704	-58.1759	-58.0813	-57.5077	-56.9342	-56.3606	-55.787	-55.2135	-54.6399	-53.8756	-53.1114	-52.3471	-51.5829	-50.8186	-50.0543	-46.5549	-43.0554	-39.556	-36.0565	-32.557	-29.0576	-27.6715	-26.2853	-24.8992	-23.5131	-22.127	-20.7408	-19.867	-18.9931	-18.1192	-17.2453	-16.3715	-15.4976	-14.5069	-13.5163	-12.5257	-11.535	-10.5444	-9.55377	-10.1581	-10.7623	-11.3666	-11.9709	-12.5752	-13.1795	-15.2867	-17.394	-19.5013	-21.6085	-23.7158	-25.823	-26.4781	-27.1332	-27.7883	-28.4434	-29.0985	-29.7536	-30.5418	-31.33	-32.1183	-32.9065	-33.6947	-34.4829	-36.2597	-38.0364	-39.8131	-41.5899	-43.3666	-45.1433	-44.9179	-44.6925	-44.467	-44.2416	-44.0162	-43.7907	-41.7229	-39.655	-37.5871	-35.5193	-33.4514	-31.3836	-31.6016	-31.8196	-32.0377	-32.2557	-32.4738	-32.6918	-34.6488	-36.6058	-38.5629	-40.5199	-42.4769	-44.4339	-42.8657	-41.2975	-39.7293	-38.1611	-36.5929	-35.0248	-35.2795	-35.5343	-35.7891	-36.0438	-36.2986	-36.5534	-36.7983	-37.0432	-37.2881	-37.533	-37.7779	-38.0228	-37.4507	-36.8786	-36.3066	-35.7345	-35.1625	-34.5904	
-57.5228	-57.4604	-57.398	-57.3356	-57.2732	-57.2108	-57.1485	-56.6846	-56.2207	-55.7568	-55.2929	-54.829	-54.3651	-53.586	-52.8069	-52.0278	-51.2487	-50.4696	-49.6905	-46.584	-43.4776	-40.3712	-37.2648	-34.1584	-31.0519	-29.6141	-28.1763	-26.7385	-25.3007	-23.8628	-22.425	-21.5647	-20.7045	-19.8442	-18.984	-18.1237	-17.2634	-16.2906	-15.3178	-14.345	-13.3722	-12.3994	-11.4266	-12.1605	-12.8945	-13.6284	-14.3623	-15.0963	-15.8302	-17.6157	-19.4012	-21.1867	-22.9722	-24.7576	-26.5431	-27.0851	-27.627	-28.169	-28.7109	-29.2528	-29.7948	-30.4144	-31.034	-31.6536	-32.2733	-32.8929	-33.5125	-34.994	-36.4755	-37.9571	-39.4386	-40.9201	-42.4016	-42.3455	-42.2893	-42.2331	-42.1769	-42.1208	-42.0646	-40.5462	-39.0279	-37.5095	-35.9912	-34.4728	-32.9545	-33.1017	-33.2489	-33.3961	-33.5433	-33.6905	-33.8377	-35.3797	-36.9217	-38.4637	-40.0058	-41.5478	-43.0898	-41.9825	-40.8752	-39.7679	-38.6606	-37.5534	-36.4461	-36.6009	-36.7557	-36.9105	-37.0653	-37.2201	-37.3749	-37.5002	-37.6255	-37.7508	-37.8761	-38.0014	-38.1267	-37.5784	-37.0301	-36.4818	-35.9335	-35.3852	-34.837	
-56.3969	-56.3667	-56.3365	-56.3063	-56.276	-56.2458	-56.2156	-55.8614	-55.5072	-55.153	-54.7988	-54.4445	-54.0903	-53.2964	-52.5024	-51.7085	-50.9145	-50.1205	-49.3266	-46.6132	-43.8998	-41.1864	-38.4731	-35.7597	-33.0463	-31.5568	-30.0673	-28.5777	-27.0882	-25.5987	-24.1092	-23.2625	-22.4159	-21.5692	-20.7226	-19.8759	-19.0293	-18.0743	-17.1193	-16.1643	-15.2094	-14.2544	-13.2994	-14.163	-15.0266	-15.8902	-16.7537	-17.6173	-18.4809	-19.9446	-21.4084	-22.8721	-24.3358	-25.7995	-27.2632	-27.692	-28.1208	-28.5496	-28.9784	-29.4072	-29.836	-30.287	-30.738	-31.189	-31.64	-32.091	-32.542	-33.7284	-34.9147	-36.101	-37.2873	-38.4736	-39.6599	-39.773	-39.8861	-39.9992	-40.1123	-40.2254	-40.3385	-39.3696	-38.4008	-37.4319	-36.4631	-35.4942	-34.5254	-34.6017	-34.6781	-34.7545	-34.8308	-34.9072	-34.9836	-36.1106	-37.2376	-38.3646	-39.4917	-40.6187	-41.7457	-41.0993	-40.4529	-39.8065	-39.1602	-38.5138	-37.8674	-37.9222	-37.9771	-38.0319	-38.0868	-38.1417	-38.1965	-38.2022	-38.2079	-38.2135	-38.2192	-38.2249	-38.2305	-37.706	-37.1815	-36.657	-36.1325	-35.608	-35.0835	
-55.2711	-55.273	-55.275	-55.2769	-55.2789	-55.2808	-55.2828	-55.0382	-54.7937	-54.5492	-54.3046	-54.0601	-53.8155	-53.0067	-52.1979	-51.3891	-50.5803	-49.7715	-48.9627	-46.6424	-44.322	-42.0017	-39.6813	-37.361	-35.0406	-33.4994	-31.9582	-30.417	-28.8758	-27.3346	-25.7934	-24.9603	-24.1273	-23.2943	-22.4612	-21.6282	-20.7951	-19.858	-18.9208	-17.9837	-17.0465	-16.1094	-15.1722	-16.1654	-17.1587	-18.1519	-19.1452	-20.1384	-21.1316	-22.2736	-23.4155	-24.5575	-25.6994	-26.8414	-27.9833	-28.299	-28.6146	-28.9303	-29.2459	-29.5616	-29.8772	-30.1596	-30.442	-30.7244	-31.0068	-31.2892	-31.5716	-32.4627	-33.3538	-34.2449	-35.136	-36.0271	-36.9183	-37.2006	-37.4829	-37.7653	-38.0476	-38.33	-38.6123	-38.193	-37.7736	-37.3543	-36.9349	-36.5156	-36.0963	-36.1018	-36.1073	-36.1128	-36.1184	-36.1239	-36.1294	-36.8415	-37.5535	-38.2655	-38.9776	-39.6896	-40.4016	-40.2161	-40.0306	-39.8452	-39.6597	-39.4742	-39.2887	-39.2436	-39.1985	-39.1534	-39.1083	-39.0632	-39.0181	-38.9042	-38.7902	-38.6763	-38.5623	-38.4484	-38.3344	-37.8337	-37.333	-36.8322	-36.3315	-35.8308	-35.3301	
-54.1453	-54.1794	-54.2135	-54.2476	-54.2817	-54.3158	-54.3499	-54.2151	-54.0802	-53.9453	-53.8105	-53.6756	-53.5408	-52.7171	-51.8934	-51.0698	-50.2461	-49.4225	-48.5988	-46.6715	-44.7442	-42.8169	-40.8896	-38.9623	-37.035	-35.4421	-33.8492	-32.2563	-30.6634	-29.0705	-27.4776	-26.6581	-25.8387	-25.0193	-24.1998	-23.3804	-22.561	-21.6417	-20.7223	-19.803	-18.8837	-17.9644	-17.045	-18.1679	-19.2908	-20.4137	-21.5366	-22.6595	-23.7824	-24.6025	-25.4227	-26.2429	-27.0631	-27.8832	-28.7034	-28.9059	-29.1084	-29.3109	-29.5134	-29.7159	-29.9184	-30.0322	-30.146	-30.2598	-30.3736	-30.4873	-30.6011	-31.197	-31.7929	-32.3888	-32.9847	-33.5807	-34.1766	-34.6282	-35.0798	-35.5314	-35.983	-36.4346	-36.8862	-37.0163	-37.1465	-37.2767	-37.4068	-37.537	-37.6672	-37.6019	-37.5365	-37.4712	-37.4059	-37.3406	-37.2753	-37.5723	-37.8694	-38.1664	-38.4635	-38.7605	-39.0575	-39.3329	-39.6084	-39.8838	-40.1592	-40.4346	-40.71	-40.565	-40.4199	-40.2748	-40.1298	-39.9847	-39.8397	-39.6061	-39.3726	-39.139	-38.9054	-38.6719	-38.4383	-37.9614	-37.4844	-37.0075	-36.5305	-36.0536	-35.5766	
-52.8504	-52.8255	-52.8005	-52.7756	-52.7507	-52.7258	-52.7009	-52.646	-52.5912	-52.5364	-52.4816	-52.4267	-52.3719	-51.6681	-50.9644	-50.2606	-49.5568	-48.853	-48.1493	-46.4805	-44.8118	-43.143	-41.4743	-39.8055	-38.1368	-36.6492	-35.1617	-33.6742	-32.1866	-30.6991	-29.2116	-28.4642	-27.7169	-26.9695	-26.2222	-25.4748	-24.7275	-23.7968	-22.8661	-21.9354	-21.0046	-20.0739	-19.1432	-20.1097	-21.0763	-22.0428	-23.0093	-23.9758	-24.9424	-25.7038	-26.4652	-27.2266	-27.988	-28.7494	-29.5108	-29.5302	-29.5496	-29.569	-29.5884	-29.6078	-29.6272	-29.6321	-29.6369	-29.6417	-29.6465	-29.6513	-29.6561	-30.1847	-30.7132	-31.2418	-31.7704	-32.2989	-32.8275	-33.4231	-34.0186	-34.6142	-35.2098	-35.8054	-36.4009	-36.733	-37.065	-37.3971	-37.7291	-38.0611	-38.3932	-38.3663	-38.3395	-38.3127	-38.2858	-38.259	-38.2322	-38.5456	-38.8589	-39.1723	-39.4857	-39.7991	-40.1125	-40.1486	-40.1847	-40.2209	-40.257	-40.2931	-40.3293	-40.0297	-39.73	-39.4304	-39.1308	-38.8312	-38.5316	-38.3249	-38.1182	-37.9116	-37.7049	-37.4982	-37.2916	-37.0143	-36.737	-36.4597	-36.1824	-35.9051	-35.6278	
-51.5555	-51.4715	-51.3876	-51.3037	-51.2197	-51.1358	-51.0518	-51.077	-51.1023	-51.1275	-51.1527	-51.1779	-51.2031	-50.6192	-50.0353	-49.4514	-48.8675	-48.2836	-47.6997	-46.2895	-44.8793	-43.4691	-42.0589	-40.6487	-39.2385	-37.8564	-36.4742	-35.0921	-33.7099	-32.3278	-30.9456	-30.2703	-29.5951	-28.9198	-28.2445	-27.5693	-26.894	-25.9519	-25.0098	-24.0677	-23.1256	-22.1835	-21.2414	-22.0516	-22.8617	-23.6719	-24.4821	-25.2922	-26.1024	-26.805	-27.5076	-28.2103	-28.9129	-29.6155	-30.3182	-30.1545	-29.9908	-29.8271	-29.6634	-29.4997	-29.336	-29.2319	-29.1277	-29.0236	-28.9194	-28.8153	-28.7111	-29.1723	-29.6335	-30.0948	-30.556	-31.0172	-31.4784	-32.218	-32.9575	-33.6971	-34.4366	-35.1762	-35.9157	-36.4496	-36.9835	-37.5175	-38.0514	-38.5853	-39.1192	-39.1308	-39.1425	-39.1541	-39.1658	-39.1774	-39.189	-39.5188	-39.8485	-40.1782	-40.508	-40.8377	-41.1674	-40.9643	-40.7611	-40.558	-40.3548	-40.1517	-39.9485	-39.4944	-39.0402	-38.586	-38.1318	-37.6777	-37.2235	-37.0437	-36.8639	-36.6842	-36.5044	-36.3246	-36.1448	-36.0672	-35.9896	-35.9119	-35.8343	-35.7567	-35.6791	
-50.2606	-50.1176	-49.9747	-49.8317	-49.6887	-49.5458	-49.4028	-49.508	-49.6133	-49.7185	-49.8238	-49.929	-50.0343	-49.5702	-49.1062	-48.6422	-48.1782	-47.7141	-47.2501	-46.0985	-44.9468	-43.7952	-42.6436	-41.4919	-40.3403	-39.0635	-37.7867	-36.51	-35.2332	-33.9564	-32.6796	-32.0764	-31.4733	-30.8701	-30.2669	-29.6637	-29.0605	-28.107	-27.1535	-26.2	-25.2466	-24.2931	-23.3396	-23.9934	-24.6472	-25.301	-25.9548	-26.6086	-27.2624	-27.9062	-28.5501	-29.194	-29.8378	-30.4817	-31.1255	-30.7787	-30.432	-30.0852	-29.7384	-29.3916	-29.0448	-28.8317	-28.6186	-28.4055	-28.1923	-27.9792	-27.7661	-28.16	-28.5538	-28.9477	-29.3416	-29.7355	-30.1294	-31.0129	-31.8964	-32.7799	-33.6634	-34.547	-35.4305	-36.1663	-36.9021	-37.6379	-38.3736	-39.1094	-39.8452	-39.8953	-39.9454	-39.9956	-40.0457	-40.0958	-40.1459	-40.492	-40.838	-41.1841	-41.5302	-41.8763	-42.2224	-41.7799	-41.3375	-40.8951	-40.4527	-40.0102	-39.5678	-38.9591	-38.3503	-37.7416	-37.1329	-36.5241	-35.9154	-35.7625	-35.6096	-35.4567	-35.3039	-35.151	-34.9981	-35.1201	-35.2422	-35.3642	-35.4862	-35.6082	-35.7303	
