-15.7207	-15.5438	-15.367	-15.1901	-15.0133	-14.8365	-14.6596	-12.5405	-10.4214	-8.30226	-6.18313	-4.064	-1.94487	0.0156039	1.97608	3.93656	5.89704	7.85752	9.818	10.2291	10.6402	11.0513	11.4624	11.8735	12.2846	11.29	10.2954	9.30083	8.30623	7.31162	6.31702	6.48471	6.6524	6.82008	6.98777	7.15546	7.32314	6.63451	5.94588	5.25725	4.56862	3.87999	3.19136	3.25746	3.32357	3.38967	3.45577	3.52187	3.58797	4.32559	5.06321	5.80084	6.53846	7.27608	8.0137	8.16482	8.31595	8.46708	8.6182	8.76933	8.92045	8.03992	7.15939	6.27886	5.39832	4.51779	3.63726	0.346798	-2.94366	-6.23412	-9.52458	-12.815	-16.1055	-15.3111	-14.5167	-13.7223	-12.9279	-12.1334	-11.339	-12.9405	-14.542	-16.1435	-17.7449	-19.3464	-20.9479	-18.0756	-15.2034	-12.3311	-9.45883	-6.58656	-3.7143	-2.21788	-0.721455	0.774969	2.27139	3.76782	5.26424	5.12806	4.99189	4.85571	4.71954	4.58336	4.44719	4.99405	5.54091	6.08777	6.63463	7.18149	7.72835	8.44576	9.16316	9.88057	10.598	11.3154	12.0328	12.0588	12.0847	12.1107	12.1367	12.1627	12.1887	12.4862	12.7837	13.0812	13.3787	13.6762	13.9737	13.088	12.2023	11.3166	10.4309	9.54526	8.65957	7.19976	5.73995	4.28014	2.82033	1.36051	-0.0992955	-1.10361	-2.10793	-3.11225	-4.11657	-5.12088	-6.1252	-5.91961	-5.71401	-5.50841	-5.30282	-5.09722	-4.89163	-3.87791	-2.8642	-1.85048	-0.836764	0.176952	1.19067	1.84887	2.50707	3.16528	3.82348	4.48169	5.13989	4.57656	4.01324	3.44991	2.88658	2.32326	1.75993	2.8407	3.92147	5.00224	6.083	7.16377	8.24454	9.60676	10.969	12.3312	13.6934	15.0556	16.4178	16.4812	16.5445	16.6079	16.6712	16.7346	16.7979	16.861	16.9242	16.9873	17.0504	17.1136	17.1767	
-11.8022	-11.6618	-11.5215	-11.3811	-11.2407	-11.1004	-10.96	-9.14401	-7.32798	-5.51194	-3.6959	-1.87987	-0.0638318	1.60289	3.26961	4.93633	6.60305	8.26977	9.93649	10.2213	10.5062	10.7911	11.0759	11.3608	11.6456	10.7931	9.94057	9.08804	8.23551	7.38298	6.53046	6.71185	6.89325	7.07465	7.25605	7.43745	7.61885	7.03879	6.45874	5.87869	5.29864	4.71859	4.13854	4.12719	4.11584	4.10449	4.09314	4.08179	4.07045	4.61359	5.15674	5.69989	6.24303	6.78618	7.32933	7.37923	7.42912	7.47902	7.52892	7.57882	7.62872	6.77312	5.91752	5.06191	4.20631	3.35071	2.4951	-0.37235	-3.2398	-6.10726	-8.97471	-11.8422	-14.7096	-14.0115	-13.3134	-12.6153	-11.9173	-11.2192	-10.5211	-11.712	-12.903	-14.094	-15.2849	-16.4759	-17.6668	-15.0148	-12.3627	-9.71058	-7.05849	-4.4064	-1.75431	-0.438003	0.878308	2.19462	3.51093	4.82724	6.14355	6.01518	5.8868	5.75843	5.63006	5.50169	5.37331	5.88647	6.39963	6.91278	7.42594	7.9391	8.45225	9.06555	9.67885	10.2921	10.9054	11.5187	12.132	12.1173	12.1026	12.0879	12.0732	12.0585	12.0438	12.2044	12.365	12.5256	12.6862	12.8468	13.0074	12.181	11.3547	10.5283	9.70199	8.87564	8.0493	6.8483	5.64731	4.44631	3.24531	2.04431	0.843317	0.0603664	-0.722584	-1.50553	-2.28848	-3.07143	-3.85438	-3.61335	-3.37231	-3.13128	-2.89024	-2.6492	-2.40817	-1.56116	-0.714145	0.132867	0.979878	1.82689	2.6739	3.2101	3.7463	4.28249	4.81869	5.35489	5.89109	5.42001	4.94893	4.47785	4.00677	3.53569	3.06462	3.9407	4.81677	5.69285	6.56893	7.44501	8.32109	9.44753	10.574	11.7004	12.8269	13.9533	15.0797	15.1213	15.163	15.2046	15.2462	15.2878	15.3294	15.3357	15.342	15.3483	15.3545	15.3608	15.3671	
-7.88365	-7.77978	-7.67592	-7.57205	-7.46819	-7.36432	-7.26046	-5.74751	-4.23457	-2.72162	-1.20868	0.304266	1.81721	3.19017	4.56314	5.9361	7.30906	8.68203	10.055	10.2136	10.3722	10.5308	10.6894	10.848	11.0066	10.2962	9.58571	8.87525	8.1648	7.45434	6.74389	6.939	7.13411	7.32922	7.52433	7.71944	7.91455	7.44308	6.9716	6.50013	6.02866	5.55719	5.08571	4.99691	4.90811	4.81931	4.73052	4.64172	4.55292	4.90159	5.25026	5.59894	5.94761	6.29628	6.64495	6.59363	6.5423	6.49097	6.43965	6.38832	6.33699	5.50632	4.67564	3.84497	3.0143	2.18362	1.35295	-1.0915	-3.53594	-5.98039	-8.42484	-10.8693	-13.3137	-12.712	-12.1102	-11.5084	-10.9067	-10.3049	-9.70312	-10.4836	-11.264	-12.0445	-12.8249	-13.6054	-14.3858	-11.9539	-9.52198	-7.09007	-4.65815	-2.22624	0.205675	1.34187	2.47807	3.61427	4.75047	5.88666	7.02286	6.90229	6.78172	6.66115	6.54058	6.42001	6.29944	6.77889	7.25835	7.7378	8.21725	8.6967	9.17616	9.68535	10.1945	10.7037	11.2129	11.7221	12.2313	12.1759	12.1205	12.0651	12.0097	11.9544	11.899	11.9226	11.9463	11.97	11.9937	12.0173	12.041	11.274	10.507	9.74002	8.97303	8.20603	7.43904	6.49685	5.55467	4.61248	3.6703	2.72811	1.78593	1.22435	0.662763	0.101181	-0.460402	-1.02198	-1.58357	-1.30709	-1.03061	-0.754138	-0.477662	-0.201186	0.0752904	0.755598	1.43591	2.11621	2.79652	3.47683	4.15714	4.57133	4.98552	5.39971	5.8139	6.22809	6.64228	6.26345	5.88462	5.50579	5.12696	4.74813	4.3693	5.04069	5.71208	6.38347	7.05486	7.72625	8.39764	9.2883	10.179	11.0696	11.9603	12.851	13.7416	13.7615	13.7814	13.8012	13.8211	13.841	13.8609	13.8103	13.7598	13.7092	13.6587	13.6081	13.5576	
-3.96514	-3.89776	-3.83039	-3.76301	-3.69563	-3.62825	-3.56087	-2.35102	-1.14116	0.0686915	1.27855	2.4884	3.69825	4.77746	5.85667	6.93587	8.01508	9.09428	10.1735	10.2058	10.2382	10.2705	10.3029	10.3353	10.3676	9.79922	9.23084	8.66246	8.09408	7.5257	6.95732	7.16615	7.37497	7.58379	7.79261	8.00143	8.21025	7.84736	7.48446	7.12157	6.75868	6.39578	6.03289	5.86664	5.70039	5.53414	5.36789	5.20164	5.03539	5.18959	5.34379	5.49799	5.65218	5.80638	5.96058	5.80803	5.65547	5.50292	5.35037	5.19781	5.04526	4.23952	3.43377	2.62803	1.82228	1.01654	0.210792	-1.81065	-3.83209	-5.85352	-7.87496	-9.8964	-11.9178	-11.4124	-10.907	-10.4015	-9.89606	-9.39061	-8.88517	-9.2551	-9.62504	-9.99497	-10.3649	-10.7348	-11.1048	-8.89304	-6.6813	-4.46956	-2.25782	-0.0460766	2.16566	3.12175	4.07783	5.03392	5.99	6.94609	7.90217	7.7894	7.67664	7.56387	7.4511	7.33833	7.22556	7.67131	8.11706	8.56281	9.00856	9.45431	9.90006	10.3051	10.7102	11.1153	11.5204	11.9255	12.3306	12.2345	12.1384	12.0423	11.9463	11.8502	11.7541	11.6409	11.5276	11.4144	11.3011	11.1879	11.0747	10.367	9.65936	8.95171	8.24406	7.53642	6.82877	6.1454	5.46203	4.77866	4.09528	3.41191	2.72854	2.38833	2.04811	1.7079	1.36768	1.02747	0.68725	0.999166	1.31108	1.623	1.93492	2.24683	2.55875	3.07235	3.58596	4.09956	4.61316	5.12677	5.64037	5.93255	6.22474	6.51693	6.80911	7.1013	7.39348	7.1069	6.82032	6.53373	6.24715	5.96057	5.67398	6.14069	6.60739	7.07409	7.54079	8.00749	8.47419	9.12908	9.78396	10.4388	11.0937	11.7486	12.4035	12.4016	12.3998	12.3979	12.3961	12.3942	12.3923	12.2849	12.1776	12.0702	11.9628	11.8554	11.748	
-0.0466382	-0.0157454	0.0151474	0.0460402	0.076933	0.107826	0.138719	1.04548	1.95224	2.85901	3.76577	4.67253	5.5793	6.36474	7.15019	7.93564	8.72109	9.50654	10.292	10.1981	10.1042	10.0103	9.91639	9.82249	9.72859	9.30229	8.87598	8.44968	8.02337	7.59706	7.17076	7.39329	7.61582	7.83835	8.06089	8.28342	8.50595	8.25164	7.99732	7.74301	7.48869	7.23438	6.98006	6.73636	6.49266	6.24896	6.00526	5.76156	5.51786	5.47759	5.43731	5.39703	5.35676	5.31648	5.27621	5.02243	4.76865	4.51487	4.26109	4.00731	3.75353	2.97271	2.1919	1.41108	0.630267	-0.150548	-0.931363	-2.5298	-4.12823	-5.72666	-7.32509	-8.92352	-10.522	-10.1128	-9.70371	-9.29458	-8.88546	-8.47634	-8.06721	-8.02664	-7.98606	-7.94548	-7.9049	-7.86432	-7.82375	-5.83218	-3.84061	-1.84905	0.142519	2.13409	4.12565	4.90162	5.6776	6.45357	7.22954	8.00551	8.78148	8.67652	8.57155	8.46658	8.36162	8.25665	8.15169	8.56373	8.97578	9.38783	9.79987	10.2119	10.624	10.9249	11.2259	11.5269	11.8279	12.1288	12.4298	12.2931	12.1563	12.0195	11.8828	11.746	11.6093	11.3591	11.1089	10.8588	10.6086	10.3585	10.1083	9.46	8.8117	8.1634	7.5151	6.8668	6.2185	5.79395	5.36939	4.94483	4.52027	4.09571	3.67115	3.55231	3.43346	3.31461	3.19576	3.07691	2.95807	3.30542	3.65278	4.00014	4.34749	4.69485	5.04221	5.38911	5.73601	6.08291	6.4298	6.7767	7.1236	7.29378	7.46396	7.63414	7.80432	7.9745	8.14468	7.95034	7.75601	7.56167	7.36734	7.173	6.97867	7.24068	7.50269	7.76471	8.02672	8.28873	8.55074	8.96985	9.38896	9.80806	10.2272	10.6463	11.0654	11.0418	11.0182	10.9946	10.971	10.9474	10.9238	10.7596	10.5953	10.4311	10.2669	10.1026	9.9384	
3.87187	3.86627	3.86068	3.85509	3.84949	3.8439	3.83831	4.44198	5.04565	5.64932	6.25299	6.85667	7.46034	7.95203	8.44372	8.93541	9.4271	9.91879	10.4105	10.1903	9.97018	9.75003	9.52988	9.30973	9.08958	8.80535	8.52112	8.23689	7.95266	7.66842	7.38419	7.62044	7.85668	8.09292	8.32917	8.56541	8.80165	8.65592	8.51018	8.36445	8.21871	8.07297	7.92724	7.60609	7.28494	6.96379	6.64263	6.32148	6.00033	5.76558	5.53083	5.29608	5.06134	4.82659	4.59184	4.23683	3.88182	3.52682	3.17181	2.8168	2.4618	1.70591	0.950025	0.194139	-0.561747	-1.31763	-2.07352	-3.24894	-4.42437	-5.59979	-6.77522	-7.95064	-9.12607	-8.81327	-8.50046	-8.18766	-7.87486	-7.56206	-7.24926	-6.79817	-6.34708	-5.89599	-5.4449	-4.9938	-4.54271	-2.77132	-0.999929	0.771464	2.54286	4.31425	6.08564	6.6815	7.27736	7.87322	8.46908	9.06493	9.66079	9.56363	9.46647	9.3693	9.27214	9.17498	9.07781	9.45616	9.8345	10.2128	10.5912	10.9695	11.3479	11.5447	11.7416	11.9385	12.1353	12.3322	12.5291	12.3516	12.1742	11.9968	11.8193	11.6419	11.4644	11.0773	10.6903	10.3032	9.91611	9.52903	9.14196	8.553	7.96405	7.3751	6.78614	6.19719	5.60824	5.44249	5.27675	5.111	4.94526	4.77951	4.61377	4.71629	4.8188	4.92132	5.02384	5.12636	5.22888	5.61168	5.99448	6.37728	6.76007	7.14287	7.52567	7.70586	7.88606	8.06625	8.24645	8.42664	8.60684	8.65501	8.70318	8.75136	8.79953	8.8477	8.89588	8.79379	8.6917	8.58962	8.48753	8.38544	8.28335	8.34068	8.398	8.45532	8.51265	8.56997	8.62729	8.81062	8.99395	9.17728	9.36061	9.54393	9.72726	9.68193	9.63661	9.59128	9.54595	9.50062	9.45529	9.23422	9.01314	8.79206	8.57098	8.34991	8.12883	
7.79037	7.74829	7.70621	7.66413	7.62205	7.57998	7.5379	7.83848	8.13906	8.43964	8.74022	9.0408	9.34138	9.53931	9.73725	9.93518	10.1331	10.3311	10.529	10.1826	9.83618	9.48978	9.14338	8.79697	8.45057	8.30841	8.16626	8.0241	7.88194	7.73978	7.59763	7.84758	8.09754	8.34749	8.59745	8.8474	9.09735	9.0602	9.02304	8.98588	8.94873	8.91157	8.87441	8.47581	8.07721	7.67861	7.28001	6.88141	6.4828	6.05358	5.62436	5.19513	4.76591	4.33669	3.90746	3.45123	2.995	2.53877	2.08253	1.6263	1.17007	0.439109	-0.291848	-1.0228	-1.75376	-2.48472	-3.21567	-3.96809	-4.72051	-5.47293	-6.22534	-6.97776	-7.73018	-7.5137	-7.29722	-7.08074	-6.86426	-6.64779	-6.43131	-5.5697	-4.7081	-3.84649	-2.98489	-2.12328	-1.26168	0.289538	1.84076	3.39197	4.94319	6.49441	8.04563	8.46137	8.87712	9.29287	9.70861	10.1244	10.5401	10.4507	10.3614	10.272	10.1827	10.0933	10.0039	10.3486	10.6932	11.0379	11.3825	11.7271	12.0718	12.1645	12.2573	12.3501	12.4428	12.5356	12.6283	12.4102	12.1921	11.974	11.7558	11.5377	11.3196	10.7956	10.2716	9.74759	9.22359	8.6996	8.17561	7.646	7.1164	6.58679	6.05718	5.52758	4.99797	5.09104	5.18411	5.27718	5.37024	5.46331	5.55638	5.88026	6.20415	6.52804	6.85193	7.17581	7.4997	7.91794	8.33618	8.75441	9.17265	9.59089	10.0091	10.0226	10.0361	10.0496	10.0631	10.0766	10.0901	10.0162	9.94241	9.86857	9.79474	9.72091	9.64707	9.63723	9.6274	9.61756	9.60772	9.59788	9.58804	9.44067	9.29331	9.14594	8.99858	8.85121	8.70384	8.65139	8.59894	8.54649	8.49404	8.4416	8.38915	8.32208	8.25502	8.18796	8.12089	8.05383	7.98677	7.70885	7.43093	7.15301	6.87509	6.59717	6.31926	
8.04643	7.9887	7.93097	7.87324	7.81551	7.75778	7.70005	7.94734	8.19464	8.44194	8.68924	8.93653	9.18383	9.4134	9.64298	9.87255	10.1021	10.3317	10.5613	10.2079	9.85455	9.50119	9.14783	8.79447	8.44111	8.29743	8.15375	8.01008	7.8664	7.72272	7.57905	7.76058	7.94212	8.12365	8.30519	8.48673	8.66826	8.63859	8.60893	8.57926	8.54959	8.51992	8.49026	8.08555	7.68085	7.27614	6.87143	6.46673	6.06202	5.73073	5.39944	5.06815	4.73686	4.40557	4.07428	3.73922	3.40417	3.06911	2.73406	2.399	2.06395	1.25909	0.454241	-0.350612	-1.15547	-1.96032	-2.76517	-3.48946	-4.21375	-4.93803	-5.66232	-6.38661	-7.11089	-6.9035	-6.69611	-6.48872	-6.28133	-6.07394	-5.86655	-5.18187	-4.49719	-3.81251	-3.12783	-2.44315	-1.75847	-0.386565	0.985339	2.35724	3.72915	5.10105	6.47295	6.93257	7.39218	7.8518	8.31141	8.77103	9.23065	9.18491	9.13918	9.09345	9.04771	9.00198	8.95625	9.28839	9.62053	9.95267	10.2848	10.6169	10.9491	11.0221	11.095	11.168	11.241	11.3139	11.3869	11.1504	10.9139	10.6775	10.441	10.2045	9.968	9.77174	9.57547	9.3792	9.18294	8.98667	8.7904	8.16314	7.53588	6.90861	6.28135	5.65409	5.02683	5.04324	5.05966	5.07608	5.09249	5.10891	5.12533	5.36491	5.6045	5.84409	6.08367	6.32326	6.56284	6.96487	7.36689	7.76891	8.17094	8.57296	8.97498	9.07764	9.18029	9.28294	9.3856	9.48825	9.5909	9.55001	9.50912	9.46822	9.42733	9.38644	9.34554	9.29125	9.23696	9.18267	9.12838	9.07409	9.0198	8.89039	8.76097	8.63156	8.50214	8.37273	8.24331	8.09713	7.95095	7.80478	7.6586	7.51242	7.36624	7.26424	7.16225	7.06025	6.95826	6.85626	6.75427	6.51872	6.28317	6.04762	5.81207	5.57652	5.34097	
8.3025	8.22912	8.15573	8.08235	8.00896	7.93558	7.8622	8.05621	8.25022	8.44424	8.63825	8.83227	9.02628	9.2875	9.54871	9.80992	10.0711	10.3323	10.5936	10.2332	9.87291	9.5126	9.15228	8.79196	8.43164	8.28645	8.14125	7.99605	7.85086	7.70566	7.56046	7.67358	7.7867	7.89982	8.01293	8.12605	8.23917	8.21699	8.19481	8.17264	8.15046	8.12828	8.1061	7.69529	7.28448	6.87367	6.46286	6.05205	5.64124	5.40788	5.17452	4.94117	4.70781	4.47445	4.24109	4.02722	3.81334	3.59946	3.38558	3.17171	2.95783	2.07908	1.20033	0.32158	-0.55717	-1.43592	-2.31467	-3.01083	-3.70698	-4.40314	-5.09929	-5.79545	-6.49161	-6.29331	-6.095	-5.8967	-5.6984	-5.5001	-5.3018	-4.79404	-4.28629	-3.77853	-3.27077	-2.76301	-2.25526	-1.06267	0.129922	1.32251	2.5151	3.70769	4.90027	5.40376	5.90725	6.41073	6.91422	7.4177	7.92119	7.91908	7.91698	7.91487	7.91277	7.91066	7.90856	8.2282	8.54784	8.86748	9.18712	9.50675	9.82639	9.87958	9.93276	9.98595	10.0391	10.0923	10.1455	9.89066	9.63582	9.38097	9.12613	8.87128	8.61644	8.7479	8.87936	9.01082	9.14228	9.27374	9.4052	8.68028	7.95536	7.23044	6.50552	5.7806	5.05568	4.99544	4.93521	4.87498	4.81475	4.75451	4.69428	4.84956	5.00485	5.16013	5.31542	5.4707	5.62598	6.01179	6.3976	6.78341	7.16922	7.55503	7.94084	8.13266	8.32447	8.51629	8.70811	8.89992	9.09174	9.08378	9.07583	9.06787	9.05992	9.05196	9.04401	8.94527	8.84653	8.74779	8.64905	8.55031	8.45157	8.34011	8.22864	8.11718	8.00571	7.89424	7.78278	7.54287	7.30296	7.06306	6.82315	6.58324	6.34334	6.20641	6.06948	5.93255	5.79562	5.65869	5.52176	5.32858	5.1354	4.94222	4.74904	4.55586	4.36268	
8.55856	8.46953	8.38049	8.29145	8.20242	8.11338	8.02434	8.16508	8.30581	8.44654	8.58727	8.728	8.86874	9.16159	9.45443	9.74728	10.0401	10.333	10.6258	10.2586	9.89128	9.52401	9.15673	8.78945	8.42218	8.27546	8.12875	7.98203	7.83531	7.6886	7.54188	7.58658	7.63128	7.67598	7.72068	7.76538	7.81008	7.79539	7.7807	7.76601	7.75132	7.73663	7.72195	7.30503	6.88812	6.4712	6.05428	5.63737	5.22045	5.08503	4.9496	4.81418	4.67876	4.54333	4.40791	4.31521	4.22251	4.12981	4.03711	3.94441	3.85171	2.89907	1.94642	0.993772	0.0411251	-0.911522	-1.86417	-2.53219	-3.20022	-3.86824	-4.53627	-5.2043	-5.87232	-5.68311	-5.4939	-5.30468	-5.11547	-4.92626	-4.73705	-4.40621	-4.07538	-3.74455	-3.41371	-3.08288	-2.75204	-1.73877	-0.725496	0.287778	1.30105	2.31432	3.3276	3.87495	4.42231	4.96966	5.51702	6.06437	6.61173	6.65325	6.69478	6.7363	6.77782	6.81934	6.86087	7.16801	7.47515	7.78229	8.08942	8.39656	8.7037	8.7371	8.7705	8.80389	8.83729	8.87069	8.90409	8.63088	8.35768	8.08448	7.81128	7.53807	7.26487	7.72406	8.18325	8.64244	9.10162	9.56081	10.02	9.19742	8.37484	7.55226	6.72969	5.90711	5.08453	4.94765	4.81076	4.67388	4.537	4.40012	4.26323	4.33421	4.4052	4.47618	4.54716	4.61814	4.68912	5.05872	5.42832	5.79791	6.16751	6.5371	6.9067	7.18768	7.46866	7.74964	8.03061	8.31159	8.59257	8.61756	8.64254	8.66753	8.69251	8.71749	8.74248	8.59929	8.4561	8.31291	8.16972	8.02653	7.88334	7.78982	7.69631	7.60279	7.50928	7.41576	7.32225	6.98861	6.65497	6.32134	5.9877	5.65407	5.32043	5.14857	4.97671	4.80485	4.63298	4.46112	4.28926	4.13845	3.98764	3.83683	3.68602	3.53521	3.3844	
